"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"050139","050139",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Amended","KFH - DOWNEY                            ","9400 ROSECRANS AVENUE                   ",,"BELLFLOWER                              ","CA                                      ","90706-                                  ","LOS ANGELES                             ",36821,,,125469,,,0.112000003457069,96726,23009,352,128832,1604,6197,72990,9.47000026702881,1598,,429,389,17332,4354,,,,,,
"050140","050140",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","KFH - FONTANA                           ","9961 SIERRA AVENUE                      ",,"FONTANA                                 ","CA                                      ","92335                                   ","SAN BERNARDINO                          ",375447,,,122753,,,0.0430999994277954,1027783,160090,626,229116,4564,4397,134118,75.9400024414062,2744,,942,728,30630,3801,,,,,,
"050145","050145",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","COMMUNITY HOSP. MONTEREY PENINSULA      ","23625 W. R. HOLMAN HIGHWAY              ",,"MONTEREY                                ","CA                                      ","93942-6032                              ","MONTEREY                                ",,,,1255682,,,0.0758000016212463,,,227,83082,24607,4790,48124,,1612.98999023438,,4692,9,10408,,,,,,829,236
"050146","050146",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","Settled","CITY OF HOPE NATIONAL MEDICAL CTR       ","1500 E. DUARTE ROAD                     ",,"DUARTE                                  ","CA                                      ","91010                                   ","LOS ANGELES                             ",,,,,,,,,22821,217,79422,18538,8612,67605,,2656.55004882812,,2046,815,6395,,,,,,,
"050149","050149",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","CALIFORNIA HOSPITAL MEDICAL CENTER      ","1401 SOUTH GRAND AVENUE                 ",,"LOS ANGELES                             ","CA                                      ","90015                                   ","LOS ANGELES                             ",325855,,,2487527,,,0.852699995040894,256401,93144,287,104755,4890,18206,75814,29.9300003051758,1509.2900390625,,1044,1598,17377,5958,,,,,,
"050150","050150",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","SIERRA NEVADA MEMORIAL HOSPITAL         ","155 GLASSON WAY                         ","1029                                    ","GRASS VALLEY                            ","CA                                      ","95945                                   ","NEVADA                                  ",,,,833082,,,0.1300999969244,,,104,37960,9474,849,18648,,632.609985351562,,2331,228,4603,,,,,,,
"050152","050152",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","SAINT FRANCIS MEMORIAL HOSPITAL         ","900 HYDE STREET                         ",,"SAN FRANCISCO                           ","CA                                      ","94109                                   ","SAN FRANCISCO                           ",11633,,,2731110,,,0.485500007867813,5256,1335,150,54750,7969,2243,20635,,744.599975585938,,1665,35,4517,903,2,,3,3,985,311
"050153","050153",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","OCONNOR HOSPITAL                        ","2105 FOREST AVENUE                      ",,"SAN JOSE                                ","CA                                      ","95128                                   ","SANTA CLARA                             ",1481383,,,2693230,,,0.280299991369247,997684,312556,324,118260,13293,4977,39834,22.8999996185303,941.380004882812,,2640,771,9615,1710,,,,,,
"050158","050158",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Amended","ENCINO HOSPITAL                         ","16237 VENTURA BLVD                      ",,"ENCINO                                  ","CA                                      ","91436                                   ","LOS ANGELES                             ",,,,525668,,,0.213599994778633,,,108,39528,3788,371,14475,,325.929992675781,,929,97,3369,,,,,,521,
"050159","050159",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","VENTURA COUNTY MEDICAL CENTER           ","3291 LOMA VISTA ROAD                    ",,"VENTURA                                 ","CA                                      ","93003                                   ","VENTURA                                 ",1244958,,,2397611,,,0.602400004863739,836108,364293,272,99280,7684,,47487,47.5900001525879,2050.39990234375,,1695,,9802,,,,,,,
"050167","050167",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","SAN JOAQUIN GENERAL HOSPITAL            ","500 WEST FRENCH CAMP ROAD               ",,"FRENCH CAMP                             ","CA                                      ","95231                                   ","SAN JOAQUIN                             ",1373591,,,1878877,,,0.65039998292923,424914,158951,181,66065,5105,13578,47603,58.6500015258789,1443.15002441406,,1007,2308,9990,3439,,,,,,
"050168","050168",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ST JUDE MEDICAL CENTER FULLERTON        ","101 E. VALENCIA MESA AVE                ",,"FULLERTON                               ","CA                                      ","92835                                   ","ORANGE                                  ",,,,1522447,,,0.128299996256828,,,290,105850,18360,3208,65570,,2055.72998046875,,3946,596,14782,1531,,,,37,,652
"050169","050169",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","Amended","PRESBYTERIAN INTERCOMMUNITY HOSPITAL    ","12401 EAST WASHINGTON BLVD              ",,"WHITTIER                                ","CA                                      ","90602-                                  ","LOS ANGELES                             ",772742,,,1585568,,,0.154899999499321,547383,221376,394,144204,17385,8574,72256,19.1499996185303,2492.1201171875,,3656,1938,17259,1122,,,,10,,207
"050174","050174",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","SANTA ROSA MEMORIAL HOSPITAL            ","1165 MONTGOMERY DRIVE                   ",,"SANTA ROSA                              ","CA                                      ","95405-                                  ","SONOMA                                  ",,,,4359410,,,0.222599998116493,,,262,95630,30649,4983,68015,,1486.98999023438,,5011,711,11642,3801,,,,16,,353
"050179","050179",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Amended","EMANUEL MEDICAL CENTER                  ","825 DELBON AVENUE                       ",,"TURLOCK                                 ","CA                                      ","95382                                   ","STANISLAUS                              ",,,,2664931,,,0.361600011587143,,,209,76494,14969,3811,37324,,759.099975585938,,3108,815,8451,2521,,,,,,
"050180","050180",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","JOHN MUIR MEDICAL CENTER - WC           ","1601 YGNACIO VALLEY ROAD                ",,"WALNUT CREEK                            ","CA                                      ","94598-3198                              ","CONTRA COSTA                            ",,,,2316672,,,0.109899997711182,,,506,185196,32113,10076,92982,,2003.90002441406,,6199,481,18513,2132,,,,4,,594
"050189","050189",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","As Submitted","MEE MEMORIAL HOSPITAL                   ","300 CANAL ST.                           ",,"KING CITY                               ","CA                                      ","93930-                                  ","MONTEREY                                ",,,,45386,,,0.119999997317791,,,76,27816,1954,1172,14336,,262.880004882812,,164,343,892,372,,,,,,
"050191","050191",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ST. MARY MEDICAL CENTER                 ","1050 LINDEN AVENUE                      ",,"LONG BEACH                              ","CA                                      ","90813-3393                              ","LOS ANGELES                             ",986512,,,2572452,,,0.602100014686584,783986,213822,256,93440,8697,11072,53314,32.4900016784668,1163.68994140625,,1433,1990,10793,3377,,,,37,,429
"050192","050192",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","ADVENTIST MEDICAL CENTER REEDLEY        ","372 WEST CYPRESS                        ",,"REEDLEY                                 ","CA                                      ","93654-                                  ","FRESNO                                  ",25615,,,43794,,,0.119999997317791,,,49,17934,816,1074,8577,10.0900001525879,231.419998168945,,216,382,1939,1028,,,,,,
"050194","050194",8/1/2016,"01-AUG-16",7/31/2017,"31-JUL-17","As Submitted","WATSONVILLE COMMUNITY HOSPTIAL          ","75 NIELSON STREET                       ",,"WATSONVILLE                             ","CA                                      ","95076                                   ","SANTA CRUZ                              ",,,,1560797,,,0.449000000953674,,,106,38690,5991,4197,17029,,418.950012207031,,1194,1852,3738,,,,,,,
"050195","050195",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","WASHINGTON HOSPITAL DISTRICT            ","2000 MOWRY AVENUE                       ",,"FREMONT                                 ","CA                                      ","94538                                   ","ALAMEDA                                 ",,,,3374073,,,0.195299997925758,,,289,105485,27500,,62368,,1414,,5217,,12326,1550,,,,,,
"050197","050197",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","SEQUOIA HOSPITAL                        ","170 ALAMEDA DE LAS PULGAS               ",,"REDWOOD CITY                            ","CA                                      ","94160                                   ","SAN MATEO                               ",,,,,,,,,,208,75920,9065,143,22142,,677.700012207031,,2218,44,6910,154,,,,,,
"050204","050204",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","PALMDALE REGIONAL MEDICAL CENTER        ","38600 MEDICAL CENTER DRIVE              ",,"PALMDALE                                ","CA                                      ","93551                                   ","LOS ANGELES                             ",,,,2108452,,,0.295800000429153,,,157,57462,13110,3248,39136,,824.330017089844,,2536,502,9101,1990,,,,,,
"050205","050205",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","EAST VALLEY GLENDORA HOSPITAL           ","150 WEST ROUTE 66                       ",,"GLENDORA                                ","CA                                      ","91740                                   ","LOS ANGELES                             ",,,,418537,,,0.267699986696243,,,107,39162,2967,959,5958,,194.899993896484,,680,209,1381,,,,10,,589,
"050211","050211",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ALAMEDA HOSPITAL                        ","2070 CLINTON AVE                        ",,"ALAMEDA                                 ","CA                                      ","94501                                   ",,,,,344706,,,0.119999997317791,,,36,13140,5569,1074,11727,,365.089996337891,,1043,181,2240,,,,,,,
"050222","050222",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","Amended","SHARP CHULA VISTA MEDICAL CTR           ","751 MEDICAL CENTER COURT                ",,"CHULA VISTA                             ","CA                                      ","91911-                                  ","SAN DIEGO                               ",,,,4157725,,,0.371899992227554,,,243,88938,21476,10448,72171,,1611,,3833,1969,15009,4774,,,,,,
"050224","050224",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","HOAG MEMORIAL HOSPITAL PRESBYTERIAN     ","ONE HOAG DRIVE                          ","6100                                    ","NEWPORT BEACH                           ","CA                                      ","92658-6100                              ",,,,,1188758,,,0.0469999983906746,,,527,192355,37120,4075,126574,,3850.88989257812,,8417,865,29830,2240,,,,,,
"050225","050225",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","FEATHER RIVER HOSPITAL                  ","5974 PENTZ ROAD                         ",,"PARADISE                                ","CA                                      ","95969                                   ","BUTTE                                   ",,,,750089,,,0.119999997317791,,,100,36600,9418,590,17469,,700.640014648438,,2567,189,4716,1800,,,,,,
"050226","050226",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ANAHEIM REGIONAL MEDICAL CENTER         ","1111 WEST LA PALMA AVENUE               ",,"ANAHEIM                                 ","CA                                      ","92801-                                  ","ORANGE                                  ",,,,2128469,,,0.331699997186661,,,223,81395,13294,5197,49634,,872.309997558594,,3573,1100,10698,3090,,,,,,
"050228","050228",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ZUCKERBERG SAN FRANCISCO GENERAL        ","1001 POTRERO AVENUE                     ",,"SAN FRANCISCO                           ","CA                                      ","94110-                                  ","SAN FRANCISCO                           ",11236944,,,5121903,,,0.640699982643127,3162427,1376862,284,103660,15817,,78442,259.010009765625,2910.169921875,,2225,,13428,,,,,,1053,
"050230","050230",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","GARDEN GROVE HOSPITAL MEDICAL CENTER    ","12601 GARDEN GROVE BLVD                 ",,"GARDEN GROVE                            ","CA                                      ","92634                                   ","ORANGE                                  ",,,,2574484,,,0.662999987602234,,,167,60955,6844,3273,22569,,477.179992675781,,1404,784,5625,1696,,,,,,
"050231","050231",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","POMONA VALLEY HOSPITAL MED CTR          ","1798 NORTH GAREY AVENUE                 ",,"POMONA                                  ","CA                                      ","91767-                                  ","LOS ANGELES                             ",816787,,,4013995,,,0.484400004148483,433273,153649,376,137616,13394,31224,104528,18.7999992370605,2638.56005859375,,2950,7091,21989,6381,,,,,,
"050232","050232",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","FRENCH HOSPITAL MEDICAL CENTER          ","1911 JOHNSON AVENUE                     ",,"SAN LUIS OBISPO                         ","CA                                      ","93401                                   ","SAN LUIS OBISPO                         ",,,,286141,,,0.0417999997735023,,,98,36836,9125,361,17272,,474.929992675781,,2217,72,4409,438,,,,,,
"050234","050234",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","Amended","SHARP CORONADO HOSPITAL                 ","250 PROSPECT PLACE                      ",,"CORONADO                                ","CA                                      ","92118-                                  ","SAN DIEGO                               ",,,,182015,,,0.119999997317791,,,59,21594,1768,725,5983,,306.279998779297,,515,130,1857,257,,,,,,
"050235","050235",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","PROVIDENCE ST JOSEPH MEDICAL CENTER     ","501 S. BUENA VISTA ST                   ",,"BURBANK                                 ","CA                                      ","91505-4866                              ","LOS ANGELES                             ",,,,4325330,,,0.275000005960464,,,368,133058,28790,,73296,,543.309997558594,,5576,,16740,2691,,,,,,199
"050236","050236",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","SIMI VALLEY HOSPITAL                    ","2675 NORTH SYCAMORE DRIVE               ",,"SIMI VALLEY                             ","CA                                      ","93065                                   ","VENTURA                                 ",,,,874201,,,0.132100000977516,,,144,52704,13339,833,29115,,552.090026855469,,2744,233,7157,1056,,,,,,
"050238","050238",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","Amended","METHODIST HOSPITAL OF SO CALIF          ","300 WEST HUNTING DRIVE                  ",,"ARCADIA                                 ","CA                                      ","91007                                   ","LOS ANGELES                             ",,,,3306040,,,0.228100001811981,,,346,126636,28599,6265,68813,,1417,,5375,949,15085,1522,,,,7,,581
"050239","050239",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","GLENDALE ADVENTIST MEDICAL CENTER       ","1509 WILSON TERRACE                     ",,"GLENDALE                                ","CA                                      ","92106                                   ","LOS ANGELES                             ",2326261,,,9474781,,,0.536099970340729,1537051,242365,323,118218,35686,6586,82939,19.7099990844727,2018.43994140625,,6874,1538,19014,4440,,,599,4,1572,571
"050242","050242",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","DOMINICAN HOSPITAL                      ","1555 SOQUEL DRIVE                       ",,"SANTA CRUZ                              ","CA                                      ","95065                                   ","SANTA CRUZ                              ",,,,2921233,,,0.177699998021126,,,202,73730,21291,3453,46938,,1127.18005371094,,4542,747,10586,2034,,,,19,,453
"050243","050243",6/1/2016,"01-JUN-16",5/31/2017,"31-MAY-17","Amended","DESERT HOSPITAL                         ","1150 N. INDIAN CANYON DR                ","2739                                    ","PALM SPRINGS                            ","CA                                      ","92262                                   ","RIVERSIDE                               ",2944670,,,3296706,,,0.351700007915497,1241880,378422,329,120130,17934,17257,88344,48.189998626709,1598.67004394531,,3333,2255,18801,4675,,,,27,,221
"050245","050245",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ARROWHEAD REGIONAL MEDICAL CENTER       ","400 NORTH PEPPER AVENUE                 ",,"COLTON                                  ","CA                                      ","92324-                                  ","SAN BERNARDINO                          ",2773917,,,2681712,,,0.598900020122528,2123646,674568,366,133590,11704,20040,98406,145.460006713867,3020.35009765625,,1834,3745,20504,12900,,,,,3662,
"050248","050248",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","NATIVIDAD MEDICAL CENTER                ","1441 CONSTITUTION BLDV                  ",,"SALINAS                                 ","CA                                      ","93906-                                  ","MONTEREY                                ",917653,,,2119014,,,0.62389999628067,602249,189716,148,55084,5614,9320,34198,29.8500003814697,1060.58996582031,,1263,1998,8430,,,,,40,,526
"050254","050254",11/1/2015,"01-NOV-15",10/31/2016,"31-OCT-16","As Submitted","MARSHALL HOSPITAL                       ","1100 MARSHALL WAY                       ",,"PLACERVILLE                             ","CA                                      ","95667                                   ","EL DORADO                               ",,,,917870,,,0.119999997317791,,,99,36234,12001,,22512,,1069.14001464844,,2496,,5215,1476,,,,,,
"050257","050257",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","GOOD SAMARITAN                          ","901 OLIVE DRIVE                         ",,"BAKERSFIELD                             ","CA                                      ","93308                                   ","KERN                                    ",,,,740920,,,0.529999971389771,,,133,48545,3536,3122,12338,,169.699996948242,,754,529,2680,553,,,12,,179,
"050261","050261",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","SIERRA VIEW MED. CTR.                   ","465 W. PUTNAM AVE.                      ",,"PORTERVILLE                             ","CA                                      ","93257-                                  ","TULARE                                  ",,,,1637526,,,0.386700004339218,,,128,46720,9876,3110,23502,,852.539978027344,,1815,684,5540,1855,,,,,,
"050262","050262",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","RONALD REAGAN UCLA MEDICAL CENTER       ","RONALD REAGAN UCLA MEDICAL CENTER       ",,"757 WESTWOOD PLAZA                      ","CA                                      ","90095                                   ","LOS ANGELES                             ",48542466,408519,,5338953,22280,,0.241999998688698,10237909,5460818,445,167982,41424,29931,167624,678.799987792969,6748.18017578125,,5324,3048,23102,2157,,,,,,9
"050272","050272",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","Amended","REDLANDS COMMUNITY HOSPITAL             ","350 TERRACINA BOULEVARD                 ",,"REDLANDS                                ","CA                                      ","92373                                   ","SAN BERNADINO  CA                       ",,,,701498,,,0.157600000500679,,,195,71370,6580,4356,43328,,1170.43994140625,,1567,576,10282,2094,,,281,,741,
"050276","050276",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","CONTRA COSTA REGIONAL MEDICAL CENTER    ","2500 ALHAMBRA AVENUE                    ",,"MARTINEZ                                ","CA                                      ","94553                                   ","CONTRA COSTA                            ",1021397,,,1493796,,,0.594799995422363,196775,230106,124,45260,5454,7077,41084,34.0200004577637,1995,,988,1792,7108,,,,517,,836,
"050278","050278",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","PROVIDENCE HOLY CROSS MED. CENTER       ","15031 RINALDI STREET                    ",,"MISSION HILLS                           ","CA                                      ","91345-                                  ","LOS ANGELES                             ",,,,3681781,,,0.38629999756813,,,316,115656,17840,,77129,,1650.15002441406,,3270,,17451,,,,,,,182
"050279","050279",6/1/2016,"01-JUN-16",5/31/2017,"31-MAY-17","As Submitted","HI - DESERT MEDICAL CENTER              ","6601 WHITEFEATHER ROAD                  ",,"JOSHUA TREE                             ","CA                                      ","92252-                                  ","SAN BERNADINO  CA                       ",,,,118961,,,0.119999997317791,,,59,21535,1992,2747,7614,,298.220001220703,,512,797,2345,171,,,,,,
"050280","050280",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","MERCY MEDICAL CENTER REDDING            ","2175 ROSALINE AVE                       ","496009                                  ","REDDING                                 ","CA                                      ","96001                                   ","SHASTA                                  ",2809349,,,4709825,,,0.244800001382828,625068,299363,267,97455,28686,4459,63021,18.0799999237061,1359.08996582031,,5809,421,13252,,,,,,,
"050281","050281",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","ALHAMBRA HOSPITAL                       ","100 SOUTH RAYMOND                       ",,"ALHAMBRA                                ","CA                                      ","91801                                   ","LOS ANGELES                             ",,,,2038113,,,0.626500010490417,,,101,36865,7140,,19822,,411.679992675781,,1374,,5277,,,,,,,277
"050283","050283",9/1/2016,"01-SEP-16",8/31/2017,"31-AUG-17","As Submitted","VALLEY MEMORIAL HOSPITAL                ","1111 EAST STANLEY BLVD                  ",,"LIVERMORE                               ","CA                                      ","94550-                                  ","ALAMEDA                                 ",,,,717068,,,0.0771000012755394,,,167,60955,11622,1466,28688,,1062.14001464844,,2561,320,8796,1185,,,,,116,
"050289","050289",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","SETON MEDICAL CENTER                    ","1900 SULLIVAN AVENUE                    ",,"DALY CITY                               ","CA                                      ","94015-                                  ","SAN MATEO                               ",76259,,,1297963,,,0.160400003194809,62110,18887,275,100375,12636,1848,30270,1.5,777.679992675781,,2186,881,5668,,,,,,,
"050290","050290",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","SAINT JOHNS HOSPITAL                    ","2121 SANTA MONICA BLVD                  ",,"SANTA MONICA                            ","CA                                      ","90404                                   ","LOS ANGELES                             ",,,,537220,,,0.0299999993294477,,,266,97356,27222,,56899,,1180.91003417969,,5736,,12359,210,,,,,,
"050291","050291",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","SUTTER SANTA ROSA REGIONAL HOSPITAL     ","30 MARK WEST SPRING ROAD                ",,"SANTA ROSA                              ","CA                                      ","95403                                   ","SONOMA                                  ",5458380,,,834573,,,0.119999997317791,1227152,551977,84,30744,8997,,28185,33.939998626709,696.72998046875,,1903,,6321,1420,,,,,,
"050292","050292",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","RIVERSIDE UNIVERSITY HEALTH SYSTEM      ","26520 CACTUS AVENUE                     ",,"MORENO VALLEY                           ","CA                                      ","92555-3911                              ","RIVERSIDE                               ",1627374,,,1899358,,,0.461600005626678,1096352,285166,439,160235,11697,20811,104841,135.679992675781,3009,,1637,2968,18300,6023,,,,,,
"050295","050295",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","MERCY HOSPITAL                          ","2215 TRUXTUN AVENUE                     ",,"BAKERSFIELD                             ","CA                                      ","93302                                   ","KERN                                    ",,,,1767119,,,0.296700000762939,,,222,81030,10077,4854,48451,,1247.16003417969,,2333,1102,14918,3859,,,,,,
"050296","050296",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","HAZEL HAWKINS MEM. HOSPITAL             ","911 SUNSET DRIVE                        ",,"HOLLISTER                               ","CA                                      ","95023-                                  ","SAN BENITO  CA                          ",,,,217982,,,0.119999997317791,,,41,14965,2635,1899,7125,,379.739990234375,,777,508,2098,334,,,,,,
"050298","050298",2/1/2016,"01-FEB-16",1/31/2017,"31-JAN-17","As Submitted","BARSTOW COMMUNITY HOSPITAL              ","555 SOUTH SEVENTH STREET                ",,"BARSTOW                                 ","CA                                      ","92311                                   ","SAN BERNARDINO                          ",,,,172665,,,0.119999997317791,,,30,10980,2311,1422,8015,,254.960006713867,,671,384,2465,452,,,,,,
"050300","050300",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ST. MARY MEDICAL CENTER                 ","18300 HIGHWAY 18                        ","P.O. BOX 7025                           ","APPLE VALLEY                            ","CA                                      ","92307                                   ","SAN BERNARDINO                          ",,,,2970402,,,0.320899993181229,,,212,77380,19376,6300,68028,,1343.80004882812,,3436,1113,15093,5029,,,,,,
"050301","050301",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","UKIAH VALLEY MEDICAL CENTER             ","275 HOSPITAL DRIVE                      ",,"UKIAH                                   ","CA                                      ","95482-                                  ","MENDOCINO                               ",,,,996103,,,0.300900012254715,,,50,18300,5679,723,12853,,485.869995117188,,1376,234,3401,1660,,,,,,
"050305","050305",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","ALTA BATES MEDICAL CENTER               ","2450 ASHBY AVENUE                       ",,"BERKELEY                                ","CA                                      ","94705-                                  ","ALAMEDA                                 ",,,,3506629,,,0.357199996709824,,,337,123342,14725,,73223,,1740.06005859375,,2843,,14475,3672,,,,,2149,
"050308","050308",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","EL CAMINO HOSPITAL                      ","2500 GRANT ROAD                         ","7025                                    ","MOUNTAIN VIEW                           ","CA                                      ","94039-7025                              ","SANTA CLARA                             ",,,,1115172,,,0.0505999997258186,,,388,141620,27421,2421,82482,,2372.0400390625,,5732,455,16670,456,,,,,712,460
"050309","050309",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","SUTTER ROSEVILLE MEDICAL CENTER         ","1 MEDICAL PLAZA                         ",,"ROSEVILLE                               ","CA                                      ","95661-                                  ","PLACER                                  ",,,,2753956,,,0.134900003671646,,,273,99918,30726,,79964,,1526.19995117188,,6593,,19144,2293,,,,,,1037
"050313","050313",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","SUTTER TRACY COMMUNITY HOSPITAL         ","1420 TRACY BOULEVARD                    ",,"TRACY                                   ","CA                                      ","95376-3497                              ","SAN JOAQUIN                             ",,,,347651,,,0.119999997317791,,,81,29646,4664,,13454,,460.149993896484,,1212,,3923,760,,,,,,
"050315","050315",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","KERN MEDICAL CENTER                     ","1700 MOUNT VERNON AVENUE                ",,"BAKERSFIELD                             ","CA                                      ","93306                                   ","KERN                                    ",2071112,,,1909774,,,0.767899990081787,716394,272808,222,81030,4889,23766,50593,111.870002746582,1521.51000976562,,916,7357,10227,,,,,,,
"050320","050320",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","As Submitted","ALAMEDA HEALTH SYSTEM                   ","1411 EAST 31ST STREET                   ",,"OAKLAND                                 ","CA                                      ","94602-                                  ","ALAMEDA                                 ",6453231,,,3388116,,,0.620100021362305,2364200,1102888,169,60955,9845,15062,54515,120.440002441406,2137.2099609375,,1654,2905,10241,,,,,,3278,473
"050324","050324",10/1/2015,"01-OCT-15",9/30/2016,"30-SEP-16","As Submitted","SCRIPPS MEMORIAL HOSPITAL - LA JOLLA    ","9888 GENESEE AVENUE                     ",,"LA JOLLA                                ","CA                                      ","92037                                   ","SAN DIEGO                               ",,,,645599,,,0.0403000004589558,,,402,147132,22231,4212,82626,,2132.21997070312,,4373,507,16789,,,,,,,
"050327","050327",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","LOMA LINDA UNIVERSITY MEDICAL CENTER    ","11234 ANDERSON STREET                   ","2000                                    ","LOMA LINDA                              ","CA                                      ","92354                                   ","SAN BERNARDINO                          ",21955108,,,5532082,,,0.326400011777878,5129689,3608880,445,162870,28103,13494,109546,305.359985351562,5181,,4762,2076,21818,,,,,218,,1166
"050329","050329",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","CORONA REGIONAL MEDICAL CENTER          ","800 SOUTH MAIN STREET                   ",,"CORONA                                  ","CA                                      ","91720                                   ","RIVERSIDE                               ",,,,1077106,,,0.317200005054474,,,160,58560,6795,3880,27230,,773.669982910156,,1286,971,6536,2075,42,,662,,1770,
"050334","050334",7/1/2016,"01-JUL-16",6/30/2017,"30-JUN-17","Amended","SALINAS VALLEY MEMORIAL HOSPITAL        ","450 E. ROMIE LANE                       ",,"SALINAS                                 ","CA                                      ","93901-4098                              ","MONTEREY                                ",,,,3729232,,,0.266400009393692,,,263,96913,21330,3728,47569,,1399.31994628906,,3855,577,9944,2786,,,,,,
"050335","050335",1/1/2016,"01-JAN-16",12/31/2016,"31-DEC-16","As Submitted","SONORA REGIONAL MEDICAL CENTER          ","1000 GREENLEY ROAD                      ",,"SONORA                                  ","CA                                      ","95370                                   ","TUOLUMNE                                ",,,,903744,,,0.139500007033348,,,84,30744,12376,519,20467,,880.150024414062,,2484,161,4433,786,,,,,,
