"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"143301","143301",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","LARABIDA CHILDRENS HOSPITAL             ","6501 S. PROMONTORY DRIVE                ",,"CHICAGO                                 ","IL                                      ","60649                                   ","COOK                                    ",,,,,,,,,,49,17885,,5416,9576,3.94000005722046,419.200012207031,,,191,355,138,,,,,,
"143302","143302",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Settled","SHRINERS HOSPITAL FOR CHILDREN          ","2211 NORTH OAK PARK DRIVE               ",,"CHICAGO                                 ","IL                                      ","60707-3351                              ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"144005","144005",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","AURORA CHICAGO LAKESHORE                ","4840 N MARINE DRIVE                     ",,"CHICAGO                                 ","IL                                      ","60640-7860                              ","COOK                                    ",,,,,,,,,,161,58765,4038,10687,44152,,356.269989013672,,435,712,5323,,,,,,,
"144009","144009",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","RIVEREDGE HOSPITAL                      ","8311 WEST ROOSEVELT RD                  ",,"FOREST PARK                             ","IL                                      ","60130                                   ","COOK                                    ",,,,,,,,,,210,76650,6386,6468,40183,,246.830001831055,,487,445,4230,,,,,,,
"144010","144010",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","CHICAGO REED MENTAL HEALTH CTR          ","4200 N OAK PARK AVE                     ",,"CHICAGO                                 ","IL                                      ","60634                                   ","COOK                                    ",,,,,,,,,,24,8760,50,629,6097,,331.549987792969,,1,14,134,,,,,,,
"144016","144016",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ALTON MENTAL HEALTH CENTER              ","4500 COLLEGE AVE                        ",,"ALTON                                   ","IL                                      ","62002                                   ","MADISON                                 ",,,,,,,,,,24,8760,29,493,5615,,261.75,,1,3,33,,,,,,,
"144021","144021",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","MCFARLAND MENTAL HEALTH CENTER          ","901 SOUTHWIND RD                        ",,"SPRINGFIELD                             ","IL                                      ","62703                                   ","SANGAMON                                ",,,,,,,,,,147,53655,1404,194,50604,,257.329986572266,,32,1,248,,,,,,,
"144026","144026",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","HARTGROVE HOSPITAL                      ","520 N. RIDGEWAY AVE                     ",,"CHICAGO                                 ","IL                                      ","60624-                                  ","COOK                                    ",,,,,,,,,,160,58400,3085,11426,48378,,281.059997558594,,247,616,4346,,,,,,,
"144028","144028",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","JOHN J MADDEN MENTAL HEALTH CENTER      ","1200 S FIRST AVE                        ",,"HINES                                   ","IL                                      ","60141                                   ","COOK                                    ",,,,,,,,,,28,10220,13,1709,1984,,306.920013427734,,1,127,147,,,,,,,
"144029","144029",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","THE PAVILION FOUNDATION                 ","809 WEST CHURCH STREET                  ",,"CHAMPAIGN                               ","IL                                      ","61820-3999                              ","CHAMPAIGN                               ",,,,,,,,,,69,25254,1833,11288,20625,,196.460006713867,,200,975,2249,,,,,,,
"144031","144031",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ALEXIAN BROTHERS BEHAVIORAL HEALTH      ","1650 MOON LAKE BOULEVARD                ",,"HOFFMAN ESTATES                         ","IL                                      ","60194-                                  ","COOK                                    ",,,,,,,,,,141,51465,12921,897,45139,,620.830017089844,,855,126,5538,,,,,,,
"144034","144034",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","STREAMWOOD                              ","1400 EAST IRVING PARK                   ",,"STREAMWOOD                              ","IL                                      ","60107                                   ","COOK                                    ",,,,,,,,,,178,64970,694,17442,40195,,289.380004882812,,84,1209,3829,,,,,,,
"144035","144035",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","LINDEN OAKS HOSPITAL                    ","852 WEST STREET                         ",,"NAPERVILLE                              ","IL                                      ","60540                                   ","DUPAGE                                  ",,,,,,,,,,110,40150,4640,953,30483,,422.899993896484,,451,130,4199,41,,,,,,
"144037","144037",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ELGIN MENTAL HEALTH CENTER              ","750 S STATE                             ",,"ELGIN                                   ","IL                                      ","60123                                   ","KANE                                    ",,,,,,,,,,383,139795,167,2280,130011,714.440002441406,,,4,14,794,,,,,,,
"144038","144038",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","CHOATE MENTAL HEALTH CENTER             ","1000 N MAIN                             ",,"ANNA                                    ","IL                                      ","62906                                   ","UNION                                   ",,,,,,,,,,113,41245,916,490,15210,,621.590026855469,,14,2,63,,,,,,,
"144039","144039",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","Settled","GARFIELD PARK HOSPITAL  LLC             ","520 NORTH RIDGEWAY AVE                  ",,"CHICAGO                                 ","IL                                      ","60624                                   ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"144040","144040",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","CHICAGO BEHAVIORAL HOSPITAL             ","555 WILSON LANE                         ",,"DES PLAINES                             ","IL                                      ","60016                                   ","COOK                                    ",,,,,,,,,,138,50370,7860,1724,41279,,224.5,,642,180,4425,2355,,,,,,
"150001","150001",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","JOHNSON MEMORIAL HOSPITAL               ","1125 WEST JEFFERSON STREET              ",,"FRANKLIN                                ","IN                                      ","46131-                                  ","JOHNSON                                 ",,,,94811,,,0.0714000016450882,,,83,30295,2821,82,6928,,510.579986572266,,750,27,1992,857,,,,,,93
"150002","150002",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","METHODIST HOSPITALS  INC                ","600 GRANT STREET                        ",,"GARY                                    ","IN                                      ","46402                                   ","LAKE                                    ",188891,,,2802584,,,0.242200002074242,84695,25049,445,162425,31507,3165,86441,2.94000005722046,2063.06005859375,,5264,396,14473,3862,,,,4,202,591
"150004","150004",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","FRANCISCAN HEALTH HAMMOND               ","5454 HOMAN AVENUE                       ",,"HAMMOND                                 ","IN                                      ","46320                                   ","LAKE                                    ",305365,,,732977,,,0.162799999117851,117952,92479,191,69715,9991,3205,22756,6.90999984741211,798.309997558594,,1902,1071,4502,,,,815,,1912,
"150005","150005",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","HENDRICKS REGIONAL HEALTH               ","1000 EAST MAIN STREET                   ",,"DANVILLE                                ","IN                                      ","46122-1409                              ","HENDRICKS                               ",,,,206231,,,0.048200000077486,,,127,46355,7594,310,21223,,1576,,2062,58,5679,764,,,,,,
"150006","150006",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","LAPORTE HOSPITAL                        ","STATE & MADISON STREETS                 ","250                                     ","LAPORTE                                 ","IN                                      ","46350-                                  ",,,,,521143,,,0.127399995923042,,,129,47085,8654,1237,17284,,681.760009765625,,1992,915,4547,,,,,,,
"150007","150007",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","COMMUNITY HOWARD REGIONAL HEALTH        ","3500 SOUTH LAFOUNTAIN                   ",,"KOKOMO                                  ","IN                                      ","46902                                   ","HOWARD                                  ",,,,490106,,,0.129899993538857,,,110,40150,7829,941,17114,,627.309997558594,,1900,68,4420,885,,,,,,
"150008","150008",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. CATHERINE HOSPITAL                  ","4321 FIR STREET                         ",,"EAST CHICAGO                            ","IN                                      ","46312                                   ","LAKE                                    ",,,,1404508,,,0.331099987030029,,,165,60225,9384,1293,29948,,896.75,,1929,270,6023,2092,51,,11,1,377,555
"150010","150010",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. JOSEPH HOSPITAL & HEALTH CENTER     ","1907 WEST SYCAMORE STREET               ",,"KOKOMO                                  ","IN                                      ","46901                                   ","HOWARD                                  ",,,,503202,,,0.136099994182587,,,99,36135,6899,498,18722,,527,,1771,123,5521,1534,,,,14,,322
"150011","150011",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","MARION GENERAL HOSPITAL                 ","441 WABASH AVENUE                       ",,"MARION                                  ","IN                                      ","46952-                                  ","GRANT                                   ",,,,538747,,,0.151700004935265,,,99,36135,8209,374,19691,,700.02001953125,,1996,84,4918,1131,,,,,,263
"150012","150012",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. JOSEPHS REG MED CENTER S. BEND      ","5215 HOLY CROSS PARKWAY                 ",,"MISHAWAKA                               ","IN                                      ","46545                                   ","SAINT JOSEPH                            ",2735106,,,1340073,,,0.118500001728535,1546160,522152,253,92345,23920,7339,66387,31.7000007629395,1509.81994628906,533,4967,682,14800,2045,,,,24,,214
"150015","150015",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","FRANCISCAN HEALTH MICHIGAN CITY         ","301 W. HOMER STREET                     ",,"MICHIGAN CITY                           ","IN                                      ","46360                                   ",,,,,680242,,,0.129099994897842,,,149,54385,10433,618,20115,,710.690002441406,,2568,1398,5374,,,,220,12,463,194
"150017","150017",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","LUTHERAN HOSPITAL OF INDIANA            ","7950 WEST JEFFERSON BLVD                ",,"FT WAYNE                                ","IN                                      ","46804                                   ","ALLEN                                   ",975978,,,1428232,,,0.0931999981403351,386808,105776,396,144540,31153,2235,95507,23.5799999237061,2128.919921875,,5667,3375,20097,,,,,,,
"150018","150018",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ELKHART GENERAL HOSPITAL                ","600 EAST BLVD                           ",,"ELKHART                                 ","IN                                      ","46514                                   ","ELKHART                                 ",,,,910364,,,0.106200002133846,,,205,74825,14937,1143,39467,,1245.73999023438,,3625,240,9792,1674,209,,18,5,576,135
"150021","150021",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","PARKVIEW HOSPITAL                       ","11109 PARKVIEW PLAZA DRIVE              ",,"FORT WAYNE                              ","IN                                      ","46845                                   ","ALLEN                                   ",826171,,,2497609,,,0.137600004673004,477803,205914,549,200385,40430,5565,148709,16.7999992370605,4470.7001953125,,8298,786,31779,7943,1708,,104,23,3954,449
"150022","150022",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","FRANCISCAN HEALTH CRAWFORDSVILLE        ","1710 LAFAYETTE RD.                      ",,"CRAWFORDSVILLE                          ","IN                                      ","47933                                   ","MONTGOMERY                              ",,,,,,,,,,29,10585,1891,82,3196,,149.589996337891,,642,12,1109,59,,,,,176,
"150023","150023",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","UNION HOSPITAL  INC.                    ","1606 NORTH SEVENTH ST                   ",,"TERRE HAUTE                             ","IN                                      ","47804-                                  ","VIGO                                    ",2424950,,,1876489,,,0.128000006079674,694039,617782,233,85045,29145,1027,63299,21.0400009155273,1450,,6653,187,16055,3060,,,,,,276
"150024","150024",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ESKENAZI HEALTH                         ","720 ESKENAZI AVENUE                     ",,"INDIANAPOLIS                            ","IN                                      ","46202                                   ","MARION                                  ",7437096,,,3618283,,,0.463499993085861,2281817,1489070,316,115340,17431,15360,79695,171.899993896484,4205,11,3217,1972,17081,5408,,,274,,877,
"150026","150026",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","GOSHEN HOSPITAL                         ","200 HIGH PARK AVENUE                    ",,"GOSHEN                                  ","IN                                      ","46526                                   ","ELKHART                                 ",,,,273254,,,0.0732999965548515,,,123,44895,7449,834,22873,,1110.9599609375,,1682,379,6840,,,,,,,
"150030","150030",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","HENRY COUNTY MEMORIAL HOSPITAL          ","1000 NORTH 16TH STREET                  ",,"NEW CASTLE                              ","IN                                      ","47392-                                  ","HENRY                                   ",,,,189838,,,0.0885000005364418,,,48,17520,4030,137,8577,,378.850006103516,,1107,28,2356,404,,,,,,
"150034","150034",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. MARY MEDICAL CENTER  INC.           ","1500 SOUTH LAKE AVENUE                  ",,"HOBART                                  ","IN                                      ","46342                                   ","LAKE                                    ",,,,448758,,,0.0472000017762184,,,180,65700,19913,580,46283,,1064.21997070312,,4102,108,9513,1194,,,,,,545
"150035","150035",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","PORTER MEMORIAL HOSPITAL                ","85 EAST US HIGHWAY 6                    ",,"VALPARAISO                              ","IN                                      ","46383                                   ","PORTER                                  ",,,,727448,,,0.0697000026702881,,,238,86870,23829,2422,55328,,1435.68994140625,,4464,1585,11755,,,,,13,,251
"150037","150037",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","HANCOCK REGIONAL HOSPITAL               ",".10 NORTH STATE STREET                  ",,"GREENFIELD                              ","IN                                      ","46140-                                  ","HANCOCK                                 ",,,,69194,,,0.031700000166893,,,61,22265,3687,120,9181,,635.400024414062,,1126,20,2652,318,,,,,224,
"150042","150042",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","GOOD SAMARITAN HOSPITAL                 ","520 SOUTH 7TH STREET                    ",,"VINCENNES                               ","IN                                      ","47591                                   ","KNOX                                    ",,,,335685,,,0.0586000010371208,,,123,46167,12841,258,22106,,1544.15002441406,,3085,722,5393,,,,361,16,808,614
"150044","150044",10/1/2016,"01-OCT-16",8/31/2017,"31-AUG-17","As Submitted","BAPTIST HEALTH FLOYD                    ","1850 STATE STREET                       ",,"NEW ALBANY                              ","IN                                      ","47150-4990                              ","FLOYD                                   ",,,,717423,,,0.0527999997138977,,,225,75375,27535,824,55607,,1802.58996582031,,6118,844,13752,,,,,,,
"150045","150045",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","DEKALB MEMORIAL HOSPITAL                ","1316 EAST 7TH STREET                    ",,"AUBURN                                  ","IN                                      ","46706-                                  ","DEKALB                                  ",,,,83126,,,0.0922000035643578,,,37,13505,2228,194,6745,,495.049987792969,,659,44,2052,331,,,,,,
"150047","150047",6/1/2017,"01-JUN-17",5/31/2018,"31-MAY-18","As Submitted","ST JOSEPH MEDICAL CENTER                ","700 BROADWAY STREET                     ",,"FORT WAYNE                              ","IN                                      ","46802                                   ","ALLEN                                   ",142991,,,652326,,,0.36829999089241,124150,44991,82,37070,4351,1202,20123,1.01999998092651,475.619995117188,,799,2016,4547,,,,107,,390,
"150048","150048",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","REID HOSPITAL & HEALTH CARE SERVICES    ","1401 CHESTER BOULEVARD                  ",,"RICHMOND                                ","IN                                      ","47374                                   ","WAYNE                                   ",1473682,,,1270751,,,0.104400001466274,307924,187158,163,59495,20263,942,36850,8.85000038146973,2182.580078125,,5505,344,11011,2682,,,,,747,224
"150051","150051",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","IU HEALTH BLOOMINGTON HOSPITAL          ","601 WEST SECOND STREET                  ","1149                                    ","BLOOMINGTON                             ","IN                                      ","47402                                   ","MONROE                                  ",,,,1661383,,,0.156900003552437,,,246,89790,20269,2982,52740,,1705.19995117188,,4367,175,13475,2476,,,,1,,258
"150056","150056",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","INDIANA UNIVERSITY HEALTH               ","340 W 10TH ST                           ",,"INDIANAPOLIS                            ","IN                                      ","46202                                   ","MARION                                  ",35893228,,,11454285,,,0.287499994039536,10233746,4594482,1230,448862,82403,24527,326120,681.469970703125,8338,,13085,1959,48942,12322,,,66,,796,
"150057","150057",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","ST FRANCIS H&H - MOORESVILLE            ","1201 HADLEY ROAD                        ",,"MOORESVILLE                             ","IN                                      ","46158                                   ",,,,,304815,,,0.0759000033140182,1030,587,83,30295,4021,186,9120,0.0799999982118607,328.290008544922,,1617,26,3343,339,,,,,,
"150058","150058",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MEMORIAL HOSPITAL OF SOUTH BEND  INC    ","615 N MICHIGAN ST                       ",,"SOUTH BEND                              ","IN                                      ","46601                                   ","ST. JOSEPH                              ",1270020,,,2747900,,,0.243300005793571,804601,342803,379,138335,24010,5027,92410,27.7999992370605,2253.5,,4730,602,18202,4700,28,,10,3,361,253
"150059","150059",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","RIVERVIEW HOSPITAL                      ","395 WESTFIELD ROAD                      ",,"NOBLESVILLE                             ","IN                                      ","46060-                                  ","HAMILTON                                ",,,,146502,,,0.046399999409914,,,105,38325,6131,282,15318,,1056.07995605469,,1469,70,3803,651,,,,4,,458
"150061","150061",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","DAVIESS COMMUNITY HOSPITAL              ","1314 E. WALNUT STREET                   ","760                                     ","WASHINGTON                              ","IN                                      ","47501                                   ","DAVIESS                                 ",,,,103834,,,0.119999997317791,,,42,15330,2126,193,5003,,261.619995117188,,630,81,1546,,,,40,,343,150
"150064","150064",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","FAYETTE REGIONAL HEALTH SYSTEM          ","1941 VIRGINIA AVE                       ",,"CONNERSVILLE                            ","IN                                      ","47331                                   ","FAYETTE                                 ",,,,48913,,,0.119999997317791,,,45,16425,1004,92,2358,,321.350006103516,,292,34,688,214,,,29,,187,
"150065","150065",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","SCHNECK MEDICAL CENTER                  ","411 WEST TIPTON STREET                  ",,"SEYMOUR                                 ","IN                                      ","47274-                                  ","JACKSON                                 ",,,,198219,,,0.119999997317791,,,92,33580,3628,2590,11302,,817.010009765625,,874,501,2708,132,,,,,,
"150069","150069",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","KINGS DAUGHTERS HOSPITAL                ","ONE KINGS DAUGHTERS DRIVE               ","447                                     ","MADISON                                 ","IN                                      ","47250-                                  ","JEFFERSON                               ",,,,273948,,,0.0872000008821487,,,88,32120,6970,1734,12633,,779.090026855469,,1756,412,3240,197,,,,,,
"150072","150072",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MEMORIAL HOSPITAL LOGANSPORT            ","1101 MICHIGAN AVENUE                    ",,"LOGANSPORT                              ","IN                                      ","46947-                                  ","CASS                                    ",,,,132129,,,0.119999997317791,,,83,30295,2139,320,5886,,499.989990234375,,707,132,1786,640,,,,,,
"150074","150074",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","COMMUNITY HEALTH NETWORK  INC.          ","1500 NORTH RITTER AVENUE                ",,"INDIANAPOLIS                            ","IN                                      ","46219                                   ","MARION                                  ",2719018,,,3648350,,,0.287099987268448,412218,556695,305,111515,22749,5098,78710,41.0900001525879,2508.22998046875,,5056,537,17177,4810,,,,,,
"150075","150075",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","BLUFFTON REGIONAL MEDICAL CENTER        ","303 S. MAIN STREET                      ",,"BLUFFTON                                ","IN                                      ","46714-                                  ","WELLS                                   ",,,,87776,,,0.108199998736382,,,62,22630,2009,766,4745,,219.190002441406,,552,306,1652,,,,,,,
"150076","150076",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. JOSEPHS REG MED CENTER PLYMOUT      ","1915 LAKE AVENUE                        ","670                                     ","PLYMOUTH                                ","IN                                      ","46563                                   ","MARSHALL                                ",,,,118939,,,0.0986000001430511,,,45,16470,2237,510,5773,,290.779998779297,100,713,63,1983,310,,,,,,
"150082","150082",10/1/2016,"01-OCT-16",9/30/2017,"30-SEP-17","As Submitted","DEACONESS HOSPITAL                      ","600 MARY STREET                         ",,"EVANSVILLE                              ","IN                                      ","47747-                                  ","VANDERBURGH                             ",1951354,,,1802482,,,0.0724999979138374,797140,341013,467,178740,53689,4722,118171,20.7000007629395,4044.2900390625,,12326,904,26485,2978,222,,23,,521,
"150084","150084",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. VINCENT HOSPITAL & HCC              ","2001 WEST 86TH STREET                   ",,"INDIANAPOLIS                            ","IN                                      ","46260-                                  ","MARION                                  ",9331702,,,5228500,,,0.18970000743866,3386435,1133108,745,272017,54945,11688,183968,159.330001831055,4480.39990234375,,9312,1046,30849,5492,733,,133,4,2505,337
"150086","150086",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","DEARBORN COUNTY HOSPITAL                ","600 WILSON CREEK ROAD                   ",,"LAWRENCEBURG                            ","IN                                      ","47025-                                  ","DEARBORN                                ",,,,355157,,,0.118500001728535,,,86,31390,6319,233,13916,,604.090026855469,,1676,56,3878,901,,,,,,
"150088","150088",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. VINCENT ANDERSON                    ","2015 JACKSON STREET                     ",,"ANDERSON                                ","IN                                      ","46016                                   ",,,,,793269,,,0.188700005412102,,,141,51465,9940,1922,26611,,725.200012207031,,1918,171,5154,1501,,,,40,,214
"150089","150089",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","BALL MEMORIAL HOSPITAL                  ","2401 UNIVERSITY AVENUE                  ",,"MUNCIE                                  ","IN                                      ","47303-3428                              ","DELAWARE                                ",6648783,,,2384166,,,0.149000003933907,2622116,1098654,322,117530,38945,3698,83936,63.5699996948242,1834.43994140625,,7209,263,16938,3071,,,,2,,305
"150090","150090",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","Amended","FRANCISCAN HEALTH- DYER                 ","24 JOLIET STREET                        ",,"DYER                                    ","IN                                      ","46311-1799                              ","LAKE                                    ",971590,,,296435,,,0.0595000013709068,418682,161741,132,48180,10031,1600,22240,10.3900003433228,841.630004882812,,2040,733,4211,,,,,33,,604
"150091","150091",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","HUNTINGTON MEMORIAL HOSPITAL            ","2001 STULTS ROAD                        ",,"HUNTINGTON                              ","IN                                      ","46750                                   ","HUNTINGTON                              ",,,,65485,25389,,0.119999997317791,,,36,13140,1571,114,5265,,221,,533,29,1801,,,,,,,
"150097","150097",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","MAJOR HOSPITAL                          ","150 WEST WASHINGTON ST                  ",,"SHELBYVILLE                             ","IN                                      ","46176-                                  ","IN                                      ",,,,221225,,,0.092399999499321,,,46,16790,5026,277,11309,,706.450012207031,,1314,68,2947,591,,,,,,
"150100","150100",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","ST. VINCENT EVANSVILLE                  ","3700 WASHINGTON AVE                     ",,"EVANSVILLE                              ","IN                                      ","47750                                   ","VANDERBURGH                             ",440846,,,1781168,,,0.136999994516373,250878,134127,405,147825,33398,2580,64207,6,1744.7099609375,,5558,157,16048,2792,40,,116,1,615,372
"150101","150101",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","WHITLEY MEMORIAL HOSPITAL               ","1260 E STATE ROAD 205                   ",,"COLUMBIA CITY                           ","IN                                      ","46725-9492                              ","WHITLEY                                 ",,,,67098,,,0.119999997317791,,,30,10950,1284,128,4775,,255,,434,531,1704,,,,,,,
"150102","150102",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","IU HEALTH STARKE MEMORIAL HOSPITAL      ","102 EAST CULVER RD                      ",,"KNOX                                    ","IN                                      ","46534                                   ","STARKE                                  ",,,,43536,,,0.113499999046326,,,53,19345,801,56,1311,,117.279998779297,,239,85,426,,,,,,,
"150104","150104",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","WITHAM MEMORIAL HOSPITAL                ","2605 N. LEBANON STREET                  ",,"LEBANON                                 ","IN                                      ","46052-                                  ","BOONE                                   ",,,,188423,,,0.119999997317791,,,68,24820,3015,189,8072,,159.940002441406,,907,49,2308,470,,,,,233,
"150109","150109",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","FRANCISCAN HEALTH LAFAYETTE             ","1701 SOUTH CREASY LANE                  ",,"LAFAYETTE                               ","IN                                      ","47905-                                  ","TIPPECANOE                              ",,,,1408584,,,0.133000001311302,,,168,61320,18299,1858,44708,,1344.09997558594,,4218,356,11435,,,,,,,245
"150112","150112",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","COLUMBUS REGIONAL HOSPITAL              ","2400 EAST 17TH STREET                   ",,"COLUMBUS                                ","IN                                      ","47201-                                  ","BARTHOLOMEW                             ",,,,1104565,,,0.141699999570847,,,214,78110,13169,7843,33207,,1292,,3727,1672,8865,,,,,40,,300
"150113","150113",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","COMMUNITY HOSPITAL ANDERSON             ","1515 NORTH MADISON AVE                  ",,"ANDERSON                                ","IN                                      ","46011                                   ","MADISON                                 ",26618,,,767521,,,0.137600004673004,10854,5313,139,50735,11008,2428,26076,0.439999997615814,1098.98999023438,,2594,1646,6981,,,,,,,
"150115","150115",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","MEMORIAL HOSP & HEALTH CARE CTR         ","800 WEST 9TH STREET                     ",,"JASPER                                  ","IN                                      ","47546                                   ","DUBOIS                                  ",,,,256216,,,0.0604999996721745,,,111,40515,6500,282,15295,,1224.56005859375,,2150,236,3680,,,,126,9,454,97
"150125","150125",7/1/2017,"01-JUL-17",6/30/2018,"30-JUN-18","As Submitted","COMMUNITY HOSPITAL                      ","901 MACARTHUR BOULEVARD                 ",,"MUNSTER                                 ","IN                                      ","46321                                   ","LAKE                                    ",,,,1014175,,,0.0535000003874302,,,410,149650,39586,1176,92085,,2301.40991210938,,7762,195,17965,2280,,,,4,,1366
"150126","150126",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","FRANCISCAN HEALTH CROWN POINT           ","1201 SOUTH MAIN STREET                  ",,"CROWN POINT                             ","IN                                      ","46307                                   ",,125105,,,246936,,,0.0340999998152256,44985,20127,214,75527,15284,791,33206,1.87999999523163,959.010009765625,,3194,1533,7384,,,,,,,
"150128","150128",1/1/2017,"01-JAN-17",12/31/2017,"31-DEC-17","As Submitted","COMMUNITY HOSPITAL SOUTH                ","1402 EAST COUNTY LINE ROAD SOUTH        ",,"INDIANAPOLIS                            ","IN                                      ","46227                                   ","MARION                                  ",395869,,,650605,,,0.086499996483326,121248,44692,170,62050,14368,2248,39672,7.05999994277954,859.549987792969,,3514,126,9845,1491,,,,,,
